estadoProyecto;personaAsignada;otraPersona;fechaDebate;numero;nombreProyecto;autores;ponentes;micrositio;accionSugerida;Objeto;numArticulado;sintesisArticulo;conceptos;consideraciones;votacionArticulo;conflictoDeInteres;estadoCi;estadoProposicion;linkProposicion;idUsuarioFK;otraPersonaFK
Aprobado C;DANIEL URREA;;2025-03-19;116 DE 2024;POR MEDIO DE LA CUAL SE EXALTA AL MUNICIPIO DE LA MACARENA, DEPARTAMENTO DEL META, COMO PATRIMONIO TURISTICO Y CULTURAL Y SE DICTAN OTRAS DISPOSICIONES;H.R.William Ferney Aljure Martinez , H.R.Gabriel Ernesto Parrado Duran , H.R.Jhon Fredi Valencia Caicedo , H.R.Jaime Rodriguez Contreras , H.R.Carlos Arturo Vallejo Beltran;Gerson Lisimaco Montano ;https://www.camara.gov.co/macarena;NO ACTUAR;exaltar al municipio de La Macarena, ubicado en el departamento del Meta, como patrimonio turistico y cultural, teniendo en cuenta su historia y su importancia en el sector turistico para la Nacion y para la humanidad con el fin de coordinar la promocion, proteccion y fomento delmunicipio desde la nacion al territorio.;10;1. Objeto  2. Declaratoria  3. Proteccion ambiental de la serrania  4. Turismo sostenible  5. Inversion en infraestructura y servicios  6. Reconocimiento a las comunidades locales  7. Promocion turistica  8. Autorizacion de recursos  9. Autoriza coordinacion entre gobiernos nacional, regional y local  10. Vigencia ;Se menciona uno de Hacienda pero no aparece el archivo en el micrositio ;No se encuentra ninguna alerta juridica en el articulado;Positivos todos ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado C;DANIEL URREA ;;2025-04-02;357 DE 2024;Por medio de la cual se crea la politica publica de acceso al Cine Colombiano y se dictan otras disposiciones;H.S.Edwing Fabian Diaz Plata;H.R. Alejandro Garcia Rios;https://www.camara.gov.co/acceso-al-cine-colombiano;NO ACTUAR;"formulacion de la politica publica de Acceso al Cine Colombiano y la mejora de las condiciones de produccion, distribucion, exhibicion, participacion, asi como la promocion de la diversidad de contenidos y el talento local; asi como establecer los lineamientos generales para la misma con el fin de garantizar los derechos referentes al acceso a la cultura de la poblacion en estado de vulnerabilidad.";12;1. Objeto  2. Crease la politica publica de acceso al Cine Colombiano 3. Articulacion institucional 4. Lineamientos de la politica publica  5. Programa nacional de cine abierto  6. Minculturas encargado de diseno de la politica, y reglamentara metodologia  7. Autonomia del programa y participacion de empresa privada y entes territoriales  8. Desarrollo de esta ley desde el principio de descentralizacion y marco fiscal  9. Minculturas, MINTIC, compilaran material que tengan en su poder, y gestionaran cesion de derechos con productoras en casos necesarios, gestion correcta de derechos de autor   10. Autoriza al Minculturas para destiinar recursos  11. Autoriza al Gobierno para traslados presupuestales  12. Vigencia ;No hay ;Art. 3: Ejecutores: quienes son y como se harian cargo de esto? Podrian ser oferentes como en CBC   ;Positivos todos ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;2;null
Aprobado C;VALENTINA SOSSA;;2024-12-04;298 DE 2024;"Por medio de la cual se declara patrimonio cultural inmaterial de la nacion a las practicas culturales inmateriales, artisticas y artesanales en el marco de la celebracion de la Semana Santa en los territorios del Caribe colombiano; Santa Cruz de Mompox y Cartagena de Indias (Bolivar), Santiago de Tolu (Sucre), Cienaga de Oro (Cordoba), Sabanalarga y Santo Tomas (Atlantico), y se dictan otras disposiciones";H.R.Dorina Hernandez Palomino;;https://www.camara.gov.co/semana-santa-region-caribe;NO ACTUAR;El proyecto de ley tiene como objetivo declarar patrimonio cultural inmaterial de la nacion las practicas culturales, artisticas y artesanales asociadas a la Semana Santa en territorios del Caribe colombiano: Santa Cruz de Mompox, Cartagena de Indias, Santiago de Tolu, Cienaga de Oro, Sabanalarga y Santo Tomas. Este reconocimiento busca promover y salvaguardar expresiones culturales como musica, danza, tejidos, artes visuales, procesiones, vestimentas y dulces tradicionales, asegurando su preservacion y fomento a nivel nacional e internacional.;15;1. Objeto  2. Reconocimiento del Patrimonio Cultural Inmaterial 3. Medidas de proteccion 4. Programas de promocion  5. Se faculta al GN 6. Se fomenta la participacion de las comunidades locales  7. Turismo cultura sostenible  8. Inclusion en el banco de proyectos de MinCultura  9. Asignacion de recursos del PGN  10. Se autoriza al GN para declarar bienes de interes de cultura nacional  11. Reconocimiento a los gestores del patrimonio  12. Articulacion y asignacion presupuestal  13. Se ratifica la declaratoria de patrimonio cultural  14. Coordinacion de partidas presupuestales  15. Vigencia ;No hay conceptos ;Este proyecto esta muy exigente.   ARTICULOS REDUNDANTES/INNECESARIOS: 5, 7, 10, 11, 12, 13,   ARTICULOS EXCESIVAMENTE AMBICIOSOS: 3, 4, 14;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado C;VALENTINA SOSSA ;;2025-02-18;308 DE 2024;POR LA CUAL SE INCORPORA A LOS PROYECTOS EDUCATIVOS INSTITUCIONALES EL COMPONENTE DE COMPETENCIAS SOCIOEMOCIONALES EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES.; H.S.Carlos Julio Gonzalez Villa , H.S.Beatriz Lorena Rios Cuellar;HR. HERNANDO GONZALEZ;https://www.camara.gov.co/competencias-socioemocionales;NO ACTUAR;Implementar estrategias de educacion emocional que promuevan habilidades socioemocionales en ninos, ninas, adolescentes, jovenes, cuerpo docente y administrativo, al interior de las instituciones publicas y privadas de educacion pre-escolar, primaria, basica, media y superior.;9;1. incorporacion del componente socioemocional a los PEI. 2. Derecho a recibir educacion integral con competencias socioemocionales. 3. Espacios de socializacion, sensibilizacion y formacion del componente socioemocional a toda la comunidad educativa.  4. Supervision por parte del Ministerio de Educacion Nacional. 5. Acciones para fortalecer el componente socioemocional. 6. Elementos de ntegracion a rutas de atencion y proteccion en los escenarios educativos. 7. Reglamentacion por parte del Ministerio de Educacion Nacional. 8. Vigencia.;No hay conceptos ;Este proyecto tiene un proposito noble, busca contribuir en la mejoria de la atencion y contencion de la grave crisis que enfrentamos actualmente debido a las enfermedades y trastornos mentales en la ninez y la juventud. Las medidas preventivas son fundamentales para fortalecer el sistema, pero es crucial que se implementen con rigor tecnico, respetando la normatividad vigente, para evitar generar danos que compliquen el acceso a la salud mental y creen barreras normativas que vulneren este derecho.   Hace mas de un ano, esta comision aprobo el proyecto de ley que promueve la educacion socioemocional de ninos, ninas y adolescentes en las instituciones educativas de todos los niveles en Colombia, hoy convertido en la Ley 2383 de 2024, fue liderado por el Rp. Dolcey Torres. Esta ley representa un avance significativo en la materia, ya que establece definiciones clave sobre educacion socioemocional y desarrollo integral, ademas de crear una infraestructura organizada para su implementacion en las instituciones educativas, con un enfoque diferencial para toda la comunidad educativa y unas acciones de seguimiento en la implementacion. Dado que el proyecto que estamos discutiendo actualmente deroga las disposiciones contrarias, es importante que se aclare como se articularan ambas iniciativas, garantizando que la ley ya aprobada no se vea afectada.  En el proyecto de ley se anade un paragrafo al articulo 1, que establece la garantia del respeto a la libertad de cultos y creencias religiosas en la implementacion del componente socioemocional en el ambito educativo. Sin embargo, no queda claro el proposito de incluir este paragrafo, ya que se trata de un derecho constitucionalmente garantizado. Por lo tanto, se podria considerar su eliminacion para evitar interpretaciones que desvien el objetivo valioso de la propuesta  Seria importante contar con el concepto del Ministerio de Educacion y el de Salud, los cuales tienen responsabilidades asignadas en el proyecto y podrian dar luces sobre lo que podria pasar con la Ley ya aprobada en caso de que esta iniciativa continue su curso.;En duda el voto positivo. Sugiero el voto negativo si en la exposicion y resolucion de preguntas, el ponente no garantiza que esta iniciativa no derogara la Ley aprobada con este mismo proposito. Considero que debemos conversarlo con el ponente, pues no seria estrategicamente viable votarle un PL negativo al presidente de la comision, pero realmente el proyecto no propone nada nuevo y podria afectar la ley que ya existe.;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado C;CAMILO QUINTERO ;;2024-11-27;232 DE 2024;Por medio de la cual se modifica la ley 769 de 2002 y se dictan otras disposiciones;H.S.Jorge Enrique Benedetti Martelo , H.S.Jose Luis Perez Oyuela , H.S.Antonio Luis Zabarain Guevara , H.S.Edgar Diaz Contreras , H.S.Carlos Mario Farelo Daza H.R.Nestor Leonardo Rico Rico , H.R.John Edgar Perez Rojas , H.R.Carlos Edward Osorio Aguiar , H.R.Alvaro Leonel Rueda caballero , H.R.Juan Carlos Wills Ospina , H.R.Luvi Katherine Miranda Pena , H.R.Diego Fernando Caicedo Navas , H.R.Modesto Enrique Aguilera Vides , H.R.Betsy Judith Perez Arango , H.R.Jaime Rodriguez Contreras , H.R.Oscar Rodrigo Campo Hurtado , H.R.Mauricio Parodi Diaz , H.R.Bayardo Gilberto Betancourt Perez , H.R.Jairo Humberto Cristo Correa , H.R.Javier Alexander Sanchez Reyes , H.R.Lina Maria Garrido Martin , H.R.Hernando Gonzalez , H.R.Gersel Luis Perez Altamiranda , H.R.Hector David Chaparro Chaparro;Diego Fernando Caicedo;https://www.camara.gov.co/yo-respeto-al-ciclista;NO ACTUAR; Con el presente proyecto de ley se busca modificar el Codigo Nacional de Transito en el sentido de incluir medidas para la proteccion y seguridad de los ciclistas que permitan el transito y uso seguro de la bicicleta en el territorio nacional y, causales de suspension o cancelacion de la licencia de transito para aquellos conductores que se vean involucrados en accidentes de transito en donde la victima sea ciclista sin perjuicio de las sanciones penales que correspondan.;5;Articulo 1: Modifica el articulo 2 del Codigo Nacional de Transito (Ley 769 de 2002) para incluir la definicion de victima en accidentes de transito, considerando a aquellos afectados fisica, emocional o financieramente.  Articulo 2: Modifica el articulo 26 para anadir causas de suspension o cancelacion de la licencia de conduccion, incluyendo conducir en estado de embriaguez, reincidencia, y responsabilidad en accidentes que involucren ciclistas.  Articulo 3: Cambia el articulo 130 sobre sanciones de transito, considerando el grado de peligro que representa para ciclistas, peatones y automovilistas.  Articulo 4: Modifica el articulo 151 para establecer la suspension de la licencia por 10 anos para aquellos que causen lesiones o muertes bajo influencia de sustancias o abandonen el lugar del accidente.  Articulo 5: Vigencia.;No hay conceptos;Se reconoce el buen espiritu del proyecto de ley para la proteccion de los ciclistas y peatones. Por esta comision han pasado diversos PL y debates con relacion a este tema y es bueno fortalecer la seguridad vial de los actores mas vulnerables en la via.   Habian dos alertas graves con relacion a los articulos 3 y 4 del PL radicado, ya que iba en contravia del incentivo a la movilidad activa y a los derechos de los ciclistas ya adquiridos a traves de la Ley 1811 (por la cual se otorgan incentivos para promover el uso de la bicicleta en el territorio nacional y se modifica el Codigo Nacional de Transito).   Sin embargo, estos dos articulos fueron eliminados integralmente en la ponencia presentada para este debate, eliminacion que reconozco de manera positiva. Felicito al ponente y al autor por escuchar las alertas que habian al respecto.;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;1;null
Aprobado C;MATEO GRISALES;;2025-04-02;456 DE 2024;Por medio del cual se exalta las tradiciones culturales de los Montes de Maria, se declara el Festival Multicultural como patrimonio cultural inmaterial de la Nacion, se promueve la economia regional y se dictan otras proposiciones- LEY MONTES DE MARIA;HR Juliana Aray Franco ;HR Cristobal Caicedo y Gerson Lisimaco ;https://www.camara.gov.co/montes-de-maria;NO ACTUAR;La exaltacion y preservacion del patrimonio historico y multicultural de la subregion de los Montes de Maria en el departamento de Bolivar por medio de la declaracion como Patrimonio Cultural de la Nacion el Festival Multicultural de los Montes de Maria. ;;1. Objeto  2. Elaboracion de lista indicativa de practicas y manifestaciones 3. Asignacion de partidas presupuestales  4. Postulese a la lista Representativa el Festimaria  5. Vigencia ;sin conceptos ;Es un proyecto de patrimonializacion cultural que no tiene mayores impactos. Votar positivo ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5;null
Aprobado C;JUAN PABLO CARDONA ;;;075 DE 2024;POR MEDIO DEL CUAL SE MODIFICA LA LEY 769 DE 2002 Y SE DICTAN OTRAS DISPOSICIONES;H.R.Oscar Hernan Sanchez Leon , H.R.Dolcey Oscar Torres Romero , H.R.Alvaro Leonel Rueda caballero , H.R.Olga Beatriz Gonzalez Correa , H.R.Flora Perdomo Andrade , H.R.Gilma Diaz Arias , H.R.Luis Carlos Ochoa Tobon , H.R.Hugo Alfonso Archila Suarez , H.R.Leider Alexandra Vasquez Ochoa , H.R.Alvaro Henry Monedero Rivera , H.R.Maria Eugenia Lopera Monsalve , H.R.Karyme Adrana Cotes Martinez , H.R.Cristobal Caicedo Angulo , H.R.David Alejandro Toro Ramirez , H.R.Carlos Felipe Quintero Ovalle;H.R. Dolcey Oscar Torres Romero;https://www.camara.gov.co/tarifa-soat-motocicletas;NO ACTUAR;La presente ley tiene por objeto establecer rangos diferenciales para el cobro del Seguro Obligatorio de Accidentes de Transito (SOAT) aplicable a motocicletas, basados en el cilindraje y el precio comercial, con el fin de desincentivar la evasion, garantizando que las tarifas sean proporcionales a la capacidad del cilindraje, evitando tarifas excesivas.;3;1. Objeto 2. Paragrafo nuevo al articulo 42 de la Ley 769 de 2002. 3. Vigencia;Sin conceptos.  Importante conocer la posicion del Ministerio de Transporte y de Salud al respecto.;Es un buen proyecto de ley pues permite diferenciar, con mayores rangos, el valor del SOAT con base en el cilindraje y en el valor de la moto.  Actualmente, el SOAT se vende con base en 3 categorias de moto: menos de 100 cc., de 100 cc. a 200 cc. y mas de 200 cc. Es cierto, como dicen los autores, que esto genera una carga desproporcional e inequitativa en los propietarios de motocicleta que apenas pueden comprar el SOAT para una moto de 200 cc., en comparacion con el propietario de una moto de 500 cc. o mas, pues ambos terminan pagando el mismo precio por asegurar motocicletas muy diferentes entre si.  El proyecto sugiere entonces que se establezca el precio del Soat con base en 5 rangos: 1) menos 100 cc., 2) 101-200 cc. , 3) 201-400 cc., 4) 401 a 600 cc y 5) 601 en adelante. El valor sera definido por la Superintendencia Financiera.  Esta mayor proporcionalidad puede generar mayores recursos para la ADRES, que es el sistema desde el cual se redistribuyen los recursos para cubrir y pagar el SOAT.  ;Positivos todos.;NO APLICA;NO APLICA;NO APLICA;NO APLICA;3;null
Aprobado C;MATEO GRISALES ;;2024-12-03;094 DE 2024; POR MEDIO DE LA CUAL SE BUSCA PROMOVER Y POTENCIAR EL TURISMO DE LOS MUNICIPIOS PDET Y SE DICTAN OTRAS DISPOSICIONES.;H.R.William Ferney Aljure Martinez , H.R.John Jairo Gonzalez Agudelo , H.R.Luis Ramiro Ricardo Buelvas , H.R.Diogenes Quintero Amaya , H.R.Orlando Castillo Advincula , H.R.Juan Pablo Salazar Rivera , H.R.Haiver Rincon Gutierrez , H.R.Jorge Rodrigo Tovar Velez , H.R.Gerson Lisimaco Montano Arizala , H.R.Karen Astrith Manrique Olarte , H.R.Karen Juliana Lopez Salazar , H.R.Juan Carlos Vargas Soler , H.R.James Hermenegildo Mosquera Torres , H.R.Jhon Fredi Valencia Caicedo;H.R. Gerson Lisimaco Montano Arizala;https://www.camara.gov.co/ley-turismo-1;NO ACTUAR;La presente ley tiene como objeto reconocer, promover e impulsar el desarrollo sostenible del sector turistico en los municipios mas afectados por la violencia, en el marco de los Programas de Desarrollo con Enfoque Territorial (PDET), fomentando el turismo sostenible en dichos municipios, reconociendo su potencial como fuente estrategica de desarrollo economico y cultural, promoviendo el ecoturismo como medio de recuperacion economica y social en estas regiones;;1. Objeto  2. Creacion del fondo  3. Desarrollo de programas de rehabilitacion de infraestructura turistica 4. Seguridad turistica  5. Inversion de infraestructura turistica  6. Promocion del turismo comunitario nacional e internacional  7. Gestion ambiental  8. Vigencia ;Sin conceptos;El articulo 2: creacion de un fondo de financiacion plantea que se financiara con el 25% de recursos del Fondo Nacional de Turismo, lo que implica un alto impacto fiscal, limita la capacidad de FONTUR y requeriria aval fiscal por parte del Ministerio de Hacienda.   Sin alertas. ;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;5;null
Aprobado C;VALENTINA SOSSA ;;2024-11-05;121 DE 2024;POR MEDIO DE LA CUAL SE DECLARA EL DIA DE LA CULTURA VALLENATA Y SE DICTAN OTRAS DISPOSICIONES;H.S.Yenny Esperanza Rozo Zambrano , H.S.Esteban Quintero Cardona , H.S.Fabio Raul Amin Saleme , H.S.Carlos Manuel Meisel Vergara , H.S.Martha Isabel Peralta Epieyu , H.S.Marcos Daniel Pineda Garcia ;H.R. Alfredo Ape Cuello Baute H.R. Yulieth Andrea Sanchez Carreno;https://www.camara.gov.co/dia-de-la-cultura-vallenata;NO ACTUAR;Busca enaltecer y promover el dia de la cultura vallenata en el territorio nacional, la importancia historica y representativa de sus artistas y obras en los diferentes estilos y formas;9;1. Objeto 2. Definicion de cultura y cultura vallenata 3. Declaracion del 14 de abril como el dia de la cultura vallenata en el territorio nacional. 4. Realizacion de actividades ludicas, culturales, de capacitacion y concientizacion en las que involucren instituciones educativas publicas y privadas en los diferentes niveles educativos y en aras de promover la exaltacion y preservacion del vallenato. 5. Direccion, organizacion y programacion de actividades sobre la celebracion del dia de la cultura vallenata entre el Gobierno y entidades territoriales. Asimismo difusion a traves de RTVC y cancilleria. 6. Cooperacion desde las dependencias del nivel nacional y territorial para la cooperacion en la celebracion del dia de la cultura vallenata. 9. Vigencia;"No hay conceptos; sin embargo, es necesario que se cuente con el concepto del Ministerio de Educacion. Esto se debe a que el articulo 4 y el articulo 8 establecen la obligacion de incorporar este dia conmemorativo en las actividades educativas de las instituciones publicas y privadas. Si esta disposicion no se establece adecuadamente, podria ir en contravia de la autonomia escolar.";No hay alertas identificadas, pero es necesario el concepto del Ministerio de Educacion. ;Positivo ;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
Aprobado C;VALENTINA SOSSA;;2025-03-19;421 DE 2024;Por medio de la cual se declara patrimonio nacional e inmaterial las tradiciones propias de la Semana Santa y el festival de musica religiosa del Municipio de San Jose de la Marinilla del departamento de Antioquia, se le reconoce como ciudad con alma musical de Colombia y se dictan otras disposiciones;H.S.Oscar Mauricio Giraldo Hernandez  H.R.Luis Miguel Lopez Aristizabal;H.R. Luis Carlos Ochoa Tobon;https://www.camara.gov.co/semana-santa-marinilla;NO ACTUAR;Busca declarar como patrimonio cultural inmaterial de la Nacion las tradiciones propias de la Semana Santa y el Festival de Musica religiosa del municipio de San Jose de Marinilla en el departamento de Antioquia, para el fortalecimiento de las practicas y actos culturales asociadas a esta celebracion en pro de la construccion identitaria y de memoria colectiva del pueblo de Marinilla y su transmision de generacion en generacion;6;1. Declaracion de patrimonio. 2. Estimulos 3. Facultades 4. Inclusion en el banco de proyectos del Ministerio de Cultura Tradiciones Culturales y el festival de musica religiosa de la Semana del Municipio de San Jose de la Marinilla en el departamento de Antioquia 5. Declaracion y reconocimiento del Municipio de San Jose de la Marinilla en el departamento de Antioquia como Ciudad con alma musical de Colombia  6. Autorizacion para agisnacion de partidas presupuestales  7. Autorizacion para asignacion de partidas presupuestales para adecuacion, mantenimiento y mejoras 8. Vigencia y derogatorias;No hay conceptos ;Se presenta un error de numeracion en el proyecto. Ademas, se reitera la critica habitual sobre la inconveniencia de utilizar este tipo de vias legislativas para declarar como patrimonio cultural determinados asuntos, ya que dicho procedimiento esta previsto internamente por el Ministerio de Cultura, y estas iniciativas desconocen su naturaleza y el proceso establecido.  Existe un riesgo en el articulo 2, ya que se asignan, previo concepto del Ministerio de Cultura, los estimulos mencionados en el articulo 18 de la Ley 397 de 1997 a los creadores, gestores y promotores de las tradiciones culturales de las Procesiones de Semana Santa y del Festival de Musica Religiosa de San Jose de la Marinilla. Dicha ley establece estimulos de manera general para las expresiones culturales, por lo que una designacion directa a un grupo especifico de personas contradiria la naturaleza de este articulo.;Positivos todos menos el articulo 2;NO APLICA;NO APLICA;NO APLICA;NO APLICA;7;null
